13,3191591326179
0,100000000000000
218,933094802956
61,6884105809187
267,975651879047
423,073350614288
267,975651879047
231,448395976295
200,087955659505
673,301284715840
493,418331641620
581,613333753620
581,613333753620
581,613333753620
254,946111953095
581,613333753620
581,613333753620
581,613333753620
581,613333753620
581,613333753620
581,613333753620
1027,30347999021
145,883206710025
581,613333753620
581,613333753620
581,613333753620
581,613333753620
1444,16600500081
581,613333753620
581,613333753620
154,880922001388
138,102715396910
215,949971058113
201,666977961192
261,855303555227
201,666977961192
201,666977961192
237,946086330496
215,949971058113
215,949971058113
194,788731706944
215,949971058113
194,788731706944
215,949971058113
201,666977961192
194,788731706944
247,130390684756
201,666977961192
201,666977961192
284,107057286510
104,689063421162
234,397696234413
0,100000000000000
214,413152581646
61,6884105809187
1013,56577980909
219,970338909590
829,939618285571
215,949971058113
215,949971058113
355,032857634332
265,812020044241
757,662906575213
195,915236773458
198,237937842382
210,413735293112
215,949971058113
193,144194838986
1008,63941029488
237,924399757570
344,488083973887
154,877338561844
584,364637876044
154,240105031085
216,069872957800
113,477663000257
308,549461188964
267,975651879047
275,851771790576
115,770937631169
117,092954527589
267,975651879047
265,234801638096
529,028307371165
201,666977961192
240,543717440302
268,889419650532
156,578606456949
125,203234782493
674,270620745113
82,4721771265922
82,4721771265922
389,945316679147
6,24339651151519
227,378539004894
108,140186794734
1099,47667096669
400,194827552781
13,3191591326179
240,806685953692
143,817453739106
73,1260555479372
399,887846777068
298,266089255886
111,598028656424
344,125747365698
426,671430962984
339,118445384500
339,118445384500
93,8490276987460
172,803906205849
272,611885287491
307,872294953606
240,806685953692
196,237076007568
330,575679686210
350,788754095681
97,0441652032723
304,742563485969
152,490032461142
674,270620745113
206,428486406310
179,289598136646
515,417520074745
131,312109114126
515,417520074745
47,3601097971700
345,271559790261
105,626275140232
272,611885287491
275,733403852344
175,926262962640
198,000252525092
296,399257758855
38,8139150305660
166,325163460013
302,108887654766
380,456068423149
380,456068423149
240,910834127484
14,0897125591688
550,331581866787
150,069650496028
131,312109114126
150,069650496028
190,417961337685
190,417961337685
200,833687413242
351,542757001193
419,269591074764
114,059896545631
337,756613554790
303,925928476002
237,946086330496
425,472184754773
411,106494718826
143,817453739106
295,719377112830
172,719570402430
167,107839433104
953,353496873012
130,595520596994
120,458997173312
237,946086330496
304,126618368074
136,534867341643
341,212617000017
343,664196564030
8,95712007288057
102,709006421053
257,522542702576
487,059595942837
140,595270190714
76,4478907491894
313,489202365887
111,598028656424
304,742563485969
316,021328394145
470,910734640866
436,858409556231
140,365879044731
116,879981177274
389,945316679147
242,344960748104
143,719031446778
232,006379222641
357,856800969326
508,934789535948
345,291630364827
416,519783443716
829,939618285571
1109,84215093859
227,503362612512
45,0914626065733
45,0914626065733
254,042850716173
237,946086330496
134,182599468038
115,770937631169
253,877746169293
220,560105186772
341,220441943328
219,970338909590
319,094923181175
359,608370314152
320,201780132466
319,332225119859
319,027083489788
323,225494044019
316,829559858294
201,666977961192
160,084290297331
324,680874090237
87,3895302653585
140,077478560974
122,693561363260
245,927286001371
274,545952437839
201,522629002303
149,617846529082
107,260990112902
282,667507860384
267,975651879047
307,681669912265
98,6780624049743
98,6780624049743
121,683195224320
201,666977961192
242,719014500307
213,108728117832
581,613333753620
581,613333753620
170,334230265088
581,613333753620
581,613333753620
169,895850449621
581,613333753620
671,700208426349
7,60460386871006
581,613333753620
199,189231636652
581,613333753620
1027,30347999021
581,613333753620
581,613333753620
115,770937631169
359,608370314152
581,613333753620
581,613333753620
581,613333753620
581,613333753620
581,613333753620
284,215164971892
130,756911863198
61,6884105809187
242,719014500307
380,165069410644
380,165069410644
382,186302737291
363,033827624920
410,783884786149
410,783884786149
427,105385121752
410,783884786149
392,334589349448
224,564133378418
156,532552525026
398,694594896896
202,738180913216
289,317610939950
261,855303555227
148,669297435617
550,866372181131
326,952978270576
829,939618285571
466,392216916192
453,467253503492
526,688513259972
526,688513259972
153,612141447218
346,961582887789
433,865151861728
153,612141447218
412,012342048148
412,012342048148
412,012342048148
412,012342048148
412,012342048148
453,467253503492
611,702157916743
138,426731522492
182,492684784898
160,458000735395
201,770339742986
86,0405718251570
478,852158813135
277,124304239091
470,243192401549
186,936138828211
345,291630364827
151,494290321451
120,104038233525
284,893874978035
125,203234782493
1082,06744706603
345,142709614443
178,882447434062
13,3191591326179
101,776765521410
231,516586878781
268,453329277176
141,092735461469
244,686615898786
413,263257500591
392,904886709239
131,312109114126
392,334589349448
200,764214938818
143,817453739106
77,7110030819317
404,521927712207
271,192864950389
358,266967497703
265,375149552478
47,3601097971700
267,975651879047
133,214901568856
124,210265276265
124,210265276265
124,210265276265
124,210265276265
124,210265276265
124,210265276265
124,210265276265
124,210265276265
124,210265276265
124,210265276265
175,926262962640
175,926262962640
175,926262962640
166,388611389121
166,388611389121
803,954799724462
175,926262962640
326,952978270576
382,847580637517
296,970183688531
418,791224836433
124,210265276265
124,210265276265
124,210265276265
757,662906575213
757,662906575213
200,833687413242
124,210265276265
413,357218395905
192,010702826691
674,270620745113
261,219773371007
155,108349227242
1109,84215093859
205,479585360687
268,889419650532
268,889419650532
99,8252473074823
124,210265276265
184,061864599922
462,356323629298
398,694594896896
175,782820548539
250,139041335014
415,063609582917
175,926262962640
268,889419650532
192,848463825875
169,196099245816
198,945394518194
196,943824477946
301,777649934517
415,063609582917
197,178954252222
337,756613554790
409,030744565736
282,531325696816
309,171230873767
370,127248388983
389,563306793646
382,737325067728
499,481511169333
199,908479059794
149,617846529082
348,113401063504
41,3603675032029
468,091433376002
191,785687682893
130,756911863198
161,175339304746
192,010702826691
190,238744739341
304,214956897257
264,628702146989
61,6884105809187
192,848463825875
135,473244590952
372,496832201295
351,542757001193
176,656814190679
453,673230420310
267,975651879047
248,153682221320
124,411333888838
192,010702826691
228,298664034637
192,010702826691
473,136502502185
264,161484702066
318,230686766691
242,719014500307
13,3191591326179
449,182602067355
345,291630364827
244,716243841720
359,896790760907
0,141421356237310
393,714058677106
197,178954252222
523,881446512472
408,201065652700
415,048105645599
406,572219906870
406,572219906870
408,490159000189
406,572219906870
431,932980912549
431,932980912549
408,490159000189
230,343829958608
206,428486406310
200,833687413242
98,8975732765976
228,000065789464
526,688513259972
370,733192471351
325,239865330190
330,058812940967
99,5659580378756
281,618447549162
61,6884105809187
227,026209940615
208,180546641611
254,206235171366
235,650355399690
235,650355399690
611,702157916743
476,517491809063
214,803235543602
674,270620745113
119,554673685306
476,216074907179
410,580381898600
155,426606473924
436,156542998039
829,939618285571
165,499969788517
465,140494904497
200,921850479235
129,014224022005
111,598028656424
224,832115143722
133,063142905915
165,499969788517
497,127468563144
372,496832201295
232,077206980780
77,3270974497297
674,270620745113
674,270620745113
674,270620745113
674,270620745113
90,1001664815332
295,088308816192
193,752083859761
303,316254097930
350,788754095681
331,257392370344
105,971080960798
337,756613554790
126,245990035327
184,226083929502
312,223173387242
105,971080960798
69,8156859165618
314,601271453248
593,783495897284
149,617846529082
221,469207791964
550,866372181131
1088,13676989614
969,391211018544
215,949971058113
119,962535818480
337,756613554790
111,598028656424
337,756613554790
333,335566659185
370,733192471351
224,484453804712
207,212282454492
290,929750970917
61,6884105809187
287,899895797133
378,444804429920
16,1331955916985
341,212617000017
149,617846529082
210,030854876135
497,229323350906
451,870833314123
137,168728214561
422,500757395771
82,9300910405867
46,2069258877931
293,269500630393
224,486592027230
1008,63941029488
239,578358788936
393,714058677106
119,962535818480
366,811981810845
173,120709333112
125,188457934428
109,011513153428
0,100000000000000
349,308717326093
148,919105557346
364,982136549174
461,001127981266
200,604386791516
470,887736090037
613,864252094875
1159,53114231572
164,349718588138
245,905144313819
234,060569084158
314,825157825737
416,906656219351
216,069872957800
155,619696696787
47,3601097971700
261,248004777070
160,168099195814
205,479585360687
147,639053099104
112,282189148591
119,962535818480
164,349718588138
469,872791295687
202,738180913216
238,005399098424
256,616932410938
149,068641907009
177,712717609067
439,082429618859
555,087569668066
550,968401997792
493,418331641620
297,499882352918
418,916781712072
418,916781712072
418,916781712072
418,916781712072
218,933094802956
190,613352103151
278,790136123931
313,082816519847
140,595270190714
348,245990644544
143,817453739106
430,524656669046
234,352981632409
176,479375565532
304,742563485969
274,969616503351
350,824956352880
261,248004777070
225,871268646546
143,817453739106
203,180560093726
318,192834614483
139,852672480722
387,501561287177
287,899895797133
7,60460386871006
212,234563631846
345,199319234555
159,953274427253
340,451788069912
382,186302737291
78,4397220800788
267,975651879047
342,064350671040
288,014756566395
288,682264782581
312,154753287532
213,848754964812
191,594832915713
367,698531408544
259,986499649501
175,332256016969
307,008892379358
316,021328394145
465,140494904497
431,932980912549
354,493229836622
385,938699795706
395,161928834244
385,938699795706
264,704590062205
359,913614635512
245,058360396049
265,375149552478
269,203306071824
445,047121100676
130,756911863198
130,756911863198
17,1965112740928
44,0882070399784
125,367778954562
389,586639914667
33,1308013787774
59,8392011978770
271,484051096929
271,484051096929
223,988102362603
114,273881530295
211,682828779285
493,264604446741
182,081492744320
61,6884105809187
293,561339416484
175,405131053798
346,140578378207
143,817453739106
256,616932410938
304,156653716469
224,144440038115
330,861254909063
152,965420929045
111,598028656424
418,590253111560
41,2373617002834
41,2373617002834
237,924399757570
549,574289791653
248,880493409990
248,449833970562
47,3601097971700
147,639053099104
276,225560004863
311,787058743624
98,6780624049743
166,388611389121
226,211626580068
75,0398560766211
215,902686412189
293,269500630393
425,472184754773
66,4250705682726
0,100000000000000
398,175514063836
388,954624602922
393,511499196656
245,058360396049
0,100000000000000
108,140186794734
235,650355399690
383,123504891047
324,823259635144
550,968401997792
551,666611278950
131,236351671326
58,1482587873446
209,137897091847
1092,23022756194
472,643978063828
368,249100474122
207,212282454492
137,168728214561
98,9906561247070
202,214687893832
137,168728214561
371,090864883522
993,335658274684
175,332256016969
66,5323981230197
185,947411920683
209,137897091847
263,860758734602
146,157038831525
87,6166650814786
423,073350614288
109,011513153428
194,769658828063
472,301471520045
698,131900144951
51,3697381733643
165,270808069665
180,493074659390
260,279772552536
199,447386545926
143,790263926317
177,317004260731
108,140186794734
46,8180520739597
46,8180520739597
46,8180520739597
46,8180520739597
46,8180520739597
46,8180520739597
46,8180520739597
46,8180520739597
350,788754095681
46,8180520739597
351,542757001193
380,631567266826
350,788754095681
169,674099378780
306,350306022370
140,960384505718
78,9589766904308
361,850728892454
361,850728892454
342,064350671040
674,270620745113
312,790217238327
556,300916770771
510,712071523672
351,542757001193
380,165069410644
155,426606473924
380,165069410644
380,165069410644
382,186302737291
438,009155155460
356,031332890801
183,083778636994
392,098367759928
407,661673449933
193,971982512939
376,055168825001
386,130470178151
386,130470178151
380,165069410644
108,140186794734
270,206809684730
342,064350671040
350,788754095681
386,130470178151
299,043123980472
293,738574245876
214,803235543602
254,946111953095
232,777511800431
232,777511800431
320,138579368373
242,344960748104
232,777511800431
237,367162851141
206,428486406310
398,040676313364
8,23103881657717
324,340299685377
219,970338909590
278,408943821854
231,101903929847
344,488083973887
194,821893020266
158,342571660309
883,586419089836
41,9889271117994
82,7749962247055
82,7749962247055
33,9863207776305
274,011131160761
41,9889271117994
389,417321135052
83,0525737108731
637,388311784896
728,065017701029
41,9889271117994
159,536484855346
311,086000970793
47,3601097971700
7,60460386871006
503,735615179233
833,992428023181
833,992428023181
833,992428023181
833,992428023181
833,992428023181
833,992428023181
833,992428023181
1078,34853363836
833,992428023181
976,863260646033
833,992428023181
833,992428023181
833,992428023181
1078,34853363836
833,992428023181
833,992428023181
1078,34853363836
833,992428023181
833,992428023181
976,863260646033
833,992428023181
1078,34853363836
833,992428023181
976,863260646033
976,863260646033
976,863260646033
833,992428023181
1078,34853363836
976,863260646033
833,992428023181
976,863260646033
833,992428023181
833,992428023181
833,992428023181
833,992428023181
833,992428023181
1078,34853363836
833,992428023181
976,863260646033
976,863260646033
976,863260646033
976,863260646033
1205,64043147200
833,992428023181
833,992428023181
976,863260646033
1205,64043147200
1205,64043147200
976,863260646033
1205,64043147200
833,992428023181
976,863260646033
833,992428023181
976,863260646033
833,992428023181
1205,64043147200
1205,64043147200
833,992428023181
976,863260646033
976,863260646033
1205,64043147200
976,863260646033
976,863260646033
1205,64043147200
976,863260646033
833,992428023181
1205,64043147200
1205,64043147200
1205,64043147200
1205,64043147200
1205,64043147200
1205,64043147200
1205,64043147200
1205,64043147200
1205,64043147200
976,863260646033
1205,64043147200
1205,64043147200
1205,64043147200
1205,64043147200
1205,64043147200
1205,64043147200
1205,64043147200
1205,64043147200
1205,64043147200
1205,64043147200
1205,64043147200
1205,64043147200
1205,64043147200
