evID,heatFlow,crustalThick,mantleThick,elevation,strainRate,nAftershocks
8937,0.0856688962902033,27622.0094676474,59897.8552749796,-524.444812540235,202.24076548011,0
8938,0.0592077709395539,12595.4278197456,108865.56095534,-5545.88289436553,269.850591973632,0
8939,0.0610681032779419,16617.0605683088,118269.785520196,-5225.92978522623,388.088692574377,1
8940,0.0745854388261101,24586.2457846494,80729.2353861805,-2089.12799237367,362.148930597842,1
8941,0.0833677835115961,30210.2833126235,57160.6462932613,809.574131745512,205.534309595287,0
8942,0.0882959553740992,28096.755893637,57244.4490880592,-625.601265210779,163.664410052043,1
8943,0.0521436884770318,6570,87647.0101747937,-7330.76487239171,100.95056722155,-1
8944,0.0832816787561385,25356.543113016,72155.9084341334,-2110.88499515153,252.175401760071,0
8945,0.071421353599085,23752.9850785738,87833.0153963242,-2907.61010384491,661.228237544364,0
8946,0.0535000111017475,6570,90613.915707339,-5951.45665696997,11.8774887126835,-1
8947,0.0702936019895961,25442.6701608699,97444.8185661315,-2737.62656835272,452.856704141333,2
8948,0.0704514823798417,25564.6120783915,97357.5917284327,-2686.28208851679,423.934108285539,0
8949,0.0500412409664662,13364.2046514192,127559.122720906,-6728.11346441481,14.5269836747803,-1
8950,0.0901359106417337,28109.5786363229,57435.1837698554,-1058.57350581754,206.877755877462,1
8951,0.0846658784409774,27560.7067448623,60138.6078842676,-343.378744381164,197.784819942405,1
8952,0.0508427844857792,15033.9898126102,123501.671203574,-7994.81870896885,23.5925935048334,1
8953,0.0509485874687506,15052.0159660531,123234.358155303,-7975.43901883965,24.730137751211,1
8954,0.0720684060451747,30851.2470050779,51610.4576603867,243.906601799479,116.040953145033,0
8955,0.072986101664715,24167.9045021159,39780.1468797023,-1049.41025437253,402.331615714757,0
8956,0.0883859169953957,28134.9702856567,57012.8421482344,-604.193233514767,164.541064065294,1
8957,0.0682513765909233,21646.344785884,90380.0957600382,-3820.83076243411,419.861984253105,0
8958,0.0722466684272657,21370.2099374088,94846.5673098741,-3686.57687608743,200.145407315514,0
8959,0.0854888847381781,27250.7027719759,62251.2005643484,-901.2649200393,185.124237930586,5
8960,0.0778363396520786,24923.3042979799,76034.5132856698,-1676.46285705559,237.976665497751,0
8961,0.0695217732907795,23402.4056282107,92802.022438151,-3291.33050216241,714.578136623735,1
8962,0.0705482823389395,21884.1220238119,94434.370716987,-3346.58751780839,229.056304054078,0
8963,0.0629893715843989,21806.9836837833,111451.231675062,-4505.92208720366,203.671878770876,0
8964,0.0766502967109693,26104.8230173345,79022.9123631523,-1560.6682494066,350.804580163306,0
8965,0.0518330660388571,7859.07375282588,89072.833045452,-6465.83002415679,166.3847354537,0
8966,0.0878954400178988,24119.7789829293,69519.9064951211,-2155.82364460455,341.268399715244,2
8967,0.0809390594864087,28060.7653302399,72105.6085237216,-486.129218060857,347.378353466452,1
8968,0.0503109704967015,14784.8985412622,124373.229507686,-8135.05415496404,22.2870069528886,0
8969,0.0748145373648552,27884.9059525559,91262.7432064486,-1487.36783526007,189.137629161605,1
8970,0.0911276227350506,28697.7413096035,53812.2110941802,-633.522381303585,134.469583525552,0
8971,0.0500168463448426,13955.397986331,134851.626071716,-6858.43139592749,44.4147262794393,-1
8972,0.0729373932223879,23521.1085050838,39686.207829549,-716.304526897059,175.445373854546,3
8973,0.0729072343760162,23483.1843534839,39680.3107811825,-721.070264065592,202.196628075163,0
8974,0.0518485373063417,14202.9670138632,117974.813706412,-8081.45250574644,223.470216623778,0
8975,0.0500161239369504,14023.1450893473,134978.923386745,-6868.93994640845,44.9217457315616,-1
8976,0.0764034313740426,26355.3736138731,80708.0919465312,-1548.4693220006,288.749323434258,1
8977,0.0731012056243113,23541.6015726628,39692.819643498,-719.54398824574,195.913968330829,1
8978,0.0731005819348186,23552.7848942785,39694.3376212708,-717.763493178421,185.772211739882,0
8979,0.081052296269145,25482.2312036238,72928.8701428791,-1825.4894814674,165.340605205637,0
8980,0.073899459784552,25601.0636696869,86232.4516131471,-2115.52213640615,214.969967559871,1
8981,0.0529850803718765,16350.7021720129,131388.637346098,-6457.14171645439,336.944182182097,0
8982,0.0521750989800482,10949.7519413754,113645.564716027,-7759.91350844012,302.487879076268,0
8983,0.0765654304348432,28387.3694052071,67338.0745955583,-99.427396970074,89.7285597370369,0
8984,0.0579959489514656,17587.301450415,120825.843892713,-5354.65520791053,386.208253234129,0
8985,0.0513943700435236,9096.23157861499,105124.61903269,-8089.8767334772,210.768916757585,1
8986,0.0508223406676388,9064.42692146436,105777.949508033,-8226.46751338393,230.788528434009,1
8987,0.0831391018814057,25993.156005685,69963.4255515806,-1754.2689902167,169.7314288618,0
8988,0.081684729830141,29406.0352874952,76348.0408250128,-409.832874610626,44.3723557064617,1
8989,0.0870919589380409,26743.2538788219,64314.7655966845,-1567.63051405192,263.518445543074,1
8990,0.0876937844272345,23206.7441704564,59058.6016951006,-843.784319714988,76.3242552590437,0
8991,0.0851194673011727,26547.6694580769,66702.7924243973,-1607.78565281062,176.366381134,0
8992,0.0689996508365652,23089.6597335769,93408.2528364955,-3442.15603882823,839.053534385725,2
8993,0.0840785212456401,28579.5081625146,66280.26763949,-300.409968321024,84.3888613503832,2
