Distanzmaß,TriggerID
0.139698222,692
0.161422415,448
0.002373537,683
0.002267436,697
0.264986807,586
0.282164051,697
0.056774167,600
0.008261748,360
0.168434279,448
0.088340251,497
0.159440149,448
0.063367606,704
0.21878031,700
0.033023297,707
0.148708691,708
0.093860845,709
0.004214532,707
6.89E-05,708
0.011286459,448
0.169812421,709
8.93E-06,714
8.56E-07,715
9.68E-07,716
8.58E-06,717
5.12E-06,718
1.76E-05,718
7.98E-06,720
0.102392052,678
5.07E-05,718
0.000876982,722
0.039602446,723
0.000865639,722
0.064643438,707
0.168574534,726
0.000239344,728
0.088982087,723
0.011475393,729
2.24E-06,731
0.053652384,152
0.01339362,476
0.016489879,734
0.014718945,735
0.104169951,705
0.007214497,724
0.006632841,258
0.001827731,461
6.33E-05,739
2.39E-07,741
5.99E-07,741
0.019251294,735
0.128386072,742
0.016939069,729
0.00200028,741
6.60E-07,747
0.007919508,747
0.001019026,747
0.000199972,741
2.67E-07,751
5.40E-05,739
0.008899168,448
0.018208813,747
0.002922459,733
0.009080243,722
0.000318614,751
0.099152726,490
0.076754919,747
0.262544396,735
0.016104582,757
0.096976344,762
0.000142964,763
0.033591189,764
0.033590976,184
0.000320277,764
0.058628538,742
0.000316948,768
0.029534846,615
0.156611523,765
0.2232325,770
0.017696658,203
0.010219845,586
0.008687232,731
9.10E-05,775
0.00123711,775
0.003362676,775
0.023492211,775
0.000586485,779
0.000990908,779
3.61E-06,781
0.00050443,779
0.035382455,779
4.85E-05,780
0.030055305,775
0.000521023,779
2.15E-05,787
0.000815696,787
9.49E-05,780
0.008022788,787
0.005811651,775
0.005202021,779
6.91E-07,793
0.005162392,775
0.010347458,793
7.95E-07,796
4.48E-06,796
1.01E-06,796
3.11E-05,799
3.33E-07,800
3.12E-07,801
4.34E-07,802
2.21E-07,802
1.95E-06,802
1.98E-07,802
7.00E-08,806
1.35E-07,806
4.28E-07,808
2.43E-07,808
1.82E-07,808
5.77E-07,810
2.08E-07,812
5.39E-07,810
4.60E-07,810
1.63E-07,810
3.65E-06,816
3.38E-07,816
1.24E-06,816
4.64E-07,816
6.68E-07,819
1.08E-06,816
1.46E-06,816
2.09E-06,823
1.92E-07,816
3.33E-07,825
5.72E-07,825
2.20E-07,808
8.48E-07,822
1.07E-06,816
7.40E-07,830
7.23E-07,831
2.25E-07,816
2.30E-07,833
3.14E-07,834
3.92E-06,835
2.71E-07,835
1.23E-06,837
1.38E-06,834
1.60E-07,839
2.86E-06,840
6.09E-08,841
4.05E-08,841
7.42E-07,841
2.21E-06,842
2.44E-06,808
2.14E-06,835
3.27E-06,847
1.43E-06,847
5.87E-06,848
6.97E-05,841
8.79E-06,824
0,840
6.35E-07,853
2.88E-06,854
1.30E-06,852
2.11E-07,855
3.83E-07,854
9.40E-07,858
9.27E-08,859
1.82E-07,853
1.26E-06,859
2.83E-07,862
2.12E-07,863
9.32E-07,864
4.86E-07,865
2.82E-07,864
8.63E-08,867
3.25E-07,867
2.12E-06,869
5.91E-07,854
6.80E-07,869
6.34E-07,872
0,868
2.53E-06,872
3.92E-06,872
4.82E-07,876
0,863
5.56E-06,877
7.30E-07,878
1.29E-06,880
1.00E-05,879
0,869
3.68E-07,883
7.83E-07,883
8.28E-07,885
1.71E-06,837
3.46E-06,849
5.07E-06,874
5.74E-06,882
4.30E-06,890
5.61E-06,882
1.87E-08,892
1.15E-06,892
2.28E-06,892
8.86E-07,872
1.17E-07,896
2.16E-07,896
7.97E-09,896
5.19E-07,896
1.09E-07,896
3.09E-07,896
4.37E-07,896
1.65E-07,896
1.35E-06,896
3.45E-06,888
4.23E-06,854
5.90E-06,897
1.74E-07,908
3.00E-06,908
2.47E-06,910
1.67E-06,911
1.20E-06,896
8.05E-08,913
5.03E-08,913
4.68E-07,913
1.71E-07,916
2.83E-07,913
3.49E-05,913
2.71E-07,919
5.72E-07,912
1.40E-07,920
8.20E-07,922
8.67E-07,913
9.87E-07,921
1.36E-07,925
3.71E-08,926
1.04E-06,925
2.40E-07,927
3.20E-06,920
9.82E-08,929
5.31E-08,931
1.08E-06,931
2.40E-07,929
9.89E-07,934
3.89E-07,934
4.68E-07,934
6.85E-07,934
1.36E-07,938
1.42E-07,939
9.65E-06,793
1.63E-07,934
5.57E-07,942
1.30E-06,943
4.54E-06,934
2.02E-07,934
1.25E-07,934
4.67E-06,934
1.32E-06,925
8.65E-07,934
9.81E-06,920
4.04E-06,934
1.05E-06,940
4.84E-07,953
2.05E-07,954
2.58E-07,954
5.36E-07,954
1.04E-06,925
9.34E-06,955
1.82E-06,956
2.88E-06,938
1.64E-06,954
2.11E-06,954
3.95E-05,934
2.39E-05,934
2.53E-05,965
1.40E-05,966
9.15E-06,934
8.73E-05,967
3.74E-06,969
1.06E-06,969
0.002927694,969
1.70E-05,970
1.47E-05,967
5.22E-06,974
8.26E-06,974
5.16E-07,976
4.53E-07,977
1.02E-05,978
3.16E-07,976
5.53E-07,978
4.90E-06,979
4.94E-08,982
1.33E-07,982
4.80E-07,982
2.93E-07,984
4.57E-07,982
1.82E-06,982
4.36E-06,982
1.66E-06,989
5.64E-06,982
6.80E-06,982
3.17E-06,992
6.77E-07,982
1.66E-06,982
8.77E-06,954
4.21E-07,996
3.62E-07,997
2.74E-06,997
7.47E-06,982
2.93E-06,982
4.70E-08,1001
1.63E-05,999
2.85E-06,1003
2.99E-06,982
1.95E-06,1004
2.24E-05,982
3.52E-06,970
4.85E-06,982
1.72E-06,1009
6.26E-08,1010
8.93E-08,1010
1.45E-06,1010
1.02E-06,1013
3.51E-07,1013
5.31E-07,1015
5.42E-07,1015
5.42E-07,1017
2.72E-07,1017
1.89E-07,1019
1.04E-07,1020
4.11E-07,1020
1.67E-07,1022
1.35E-06,1023
1.10E-06,1020
1.12E-06,1020
2.10E-07,1026
2.26E-07,1027
9.73E-07,1011
1.01E-07,1029
0,851
1.44E-06,1010
6.70E-07,1029
7.50E-07,1027
7.79E-07,1025
1.43E-06,1010
0.001338877,1036
6.74E-07,1020
4.17E-07,1033
0.009012448,982
1.26E-06,1010
4.54E-07,1041
5.11E-07,1041
3.38E-06,1041
2.48E-06,1044
3.39E-07,1041
0.000128672,793
1.01E-06,999
1.60E-05,1048
5.00E-06,1010
1.61E-05,1029
0,929
1.40E-06,1035
4.89E-08,1053
3.15E-06,1051
2.25E-06,1055
7.80E-07,1056
0,935
6.36E-06,1010
1.74E-05,1056
9.37E-06,934
0.006282501,1061
5.65E-06,1010
7.17E-08,1063
0.005657369,1063
1.29E-05,1063
4.66E-07,1066
3.78E-07,1067
1.45E-06,1068
6.74E-07,1067
9.94E-07,1070
2.78E-07,1067
1.83E-07,1072
4.26E-06,1071
1.80E-07,1074
6.58E-07,1074
8.55E-07,1072
2.78E-07,1077
5.43E-07,1078
1.09E-06,1077
2.39E-06,1063
5.58E-06,1077
2.08E-06,1074
2.86E-05,982
9.70E-06,1084
7.90E-07,1085
1.21E-05,1024
2.95E-06,1087
5.93E-06,1087
1.49E-06,1084
5.31E-05,1090
5.41E-06,1071
4.47E-06,1087
1.20E-06,1093
1.69E-06,1093
4.10E-07,1095
5.25E-07,1095
2.94E-06,1097
1.16E-06,1097
1.10E-05,1093
1.82E-06,1100
1.47E-06,1101
6.23E-08,1093
9.24E-07,1102
2.22E-06,1104
3.60E-07,1104
1.03E-06,1106
7.34E-08,1107
1.02E-06,1108
1.75E-07,1109
9.16E-08,1108
0,1108
2.20E-06,1112
6.82E-07,1102
1.72E-07,1114
1.85E-07,1115
1.18E-07,1116
2.09E-07,1117
3.51E-07,1117
1.80E-07,1119
5.48E-07,1118
2.33E-07,1121
5.82E-07,1122
4.52E-07,1119
1.64E-07,1124
6.97E-08,1121
7.80E-08,1126
1.21E-06,1126
4.13E-07,1126
6.19E-07,1129
8.96E-08,1130
9.22E-08,1121
1.02E-07,1132
4.03E-07,1132
0,1126
4.65E-07,1132
1.32E-06,1136
1.29E-06,1130
2.24E-06,1134
1.55E-07,1139
3.35E-07,1140
4.93E-07,1129
3.49E-08,1142
2.54E-07,1141
5.13E-07,1143
1.89E-07,1143
3.06E-05,1139
1.84E-05,1142
1.93E-06,1139
1.99E-07,1149
1.26E-06,1149
1.38E-05,1148
6.16E-06,1142
2.23E-07,1153
3.04E-06,1154
0.01726432,1149
4.08E-06,1142
2.97E-06,1130
0.000136064,775
3.63E-06,1149
0.00013592,1160
1.45E-05,1153
3.92E-06,1149
5.65E-07,1163
2.99E-06,1163
3.12E-08,1165
2.36E-07,1165
6.28E-08,1166
3.99E-08,1168
1.06E-07,1168
4.19E-07,1165
1.65E-07,1171
2.27E-06,1165
2.12E-07,1171
6.44E-07,1169
1.21E-07,1175
6.08E-08,1176
4.38E-08,1175
1.29E-07,1175
2.95E-06,1175
7.60E-08,1180
1.38E-07,1181
2.16E-07,982
1.20E-05,1175
1.40E-06,1175
2.15E-07,1175
5.56E-07,1175
6.69E-06,1165
4.19E-06,1188
3.18E-07,1189
4.93E-07,1175
2.07E-06,1143
1.55E-07,1192
2.61E-05,1192
8.40E-07,1194
4.76E-07,1195
0.000296422,1195
1.37E-05,1195
4.11E-05,1176
6.21E-07,1199
1.06E-06,1175
5.67E-06,1201
6.90E-07,1202
2.49E-06,1202
7.96E-07,1203
7.49E-08,1205
1.90E-07,1201
1.89E-06,1207
4.61E-06,1208
1.15E-06,1207
2.62E-07,1207
1.38E-07,1211
3.37E-07,1212
1.97E-06,1213
5.85E-07,1213
1.30E-07,1215
1.76E-06,1215
1.99E-07,1215
2.94E-07,1207
0,1187
2.21E-06,1209
3.03E-06,1221
1.52E-07,1217
2.47E-07,1219
2.45E-06,1223
2.52E-06,1223
0,1117
5.43E-06,1223
7.56E-05,1197
4.22E-06,1218
0,1211
2.06E-06,1223
2.74E-06,1175
1.33E-05,1232
1.24E-06,1234
7.24E-07,1235
8.96E-07,1235
3.33E-07,1237
4.63E-07,1238
2.24E-06,1239
4.54E-06,1235
2.10E-07,1241
8.98E-07,1242
5.19E-07,1243
4.66E-07,1239
1.05E-08,1245
8.52E-07,1241
3.58E-07,1246
1.00E-06,1235
4.13E-07,1249
7.44E-07,1248
2.22E-07,1251
2.98E-07,1252
9.61E-08,1253
3.30E-07,1241
2.38E-06,1255
2.14E-05,1252
3.87E-06,1252
6.25E-07,1258
0,974
2.80E-06,1247
1.52E-06,1261
1.65E-06,1235
6.74E-07,1235
1.26E-07,1264
7.61E-06,1264
1.57E-06,1241
2.45E-06,1266
3.35E-07,1268
8.90E-07,1268
6.26E-06,1268
5.74E-07,1271
1.21E-06,1272
5.48E-07,1270
8.58E-07,1268
3.11E-05,1272
4.50E-06,1273
2.46E-06,1130
1.20E-06,1278
3.72E-06,1277
1.12E-06,1262
6.50E-07,1281
1.94E-06,1282
4.29E-06,1282
7.93E-07,1284
1.67E-06,1284
0,1057
2.10E-06,1282
6.97E-05,1288
1.06E-06,1282
1.74E-06,1235
3.13E-06,1282
7.13E-06,982
1.43E-05,1293
6.73E-06,982
1.02E-05,1282
0.000139464,1175
5.54E-06,1281
1.10E-05,1242
8.61E-05,1299
1.11E-05,1282
1.00E-05,1257
4.85E-05,1300
1.08E-05,1299
3.41E-07,1304
1.12E-05,1304
0.000239173,1306
1.91E-06,1304
8.91E-06,1304
1.13E-05,1306
0,1281
2.18E-07,1311
1.24E-06,1311
2.78E-07,1313
1.02E-06,1314
2.03E-05,1310
1.14E-07,1313
1.37E-07,1317
2.42E-06,1317
4.31E-07,1317
2.91E-06,1310
8.38E-07,1310
1.83E-07,1322
8.01E-07,1310
9.33E-07,1323
1.42E-06,1325
4.27E-05,1325
9.56E-07,1310
1.85E-06,1310
1.48E-05,1329
3.10E-07,1330
3.05E-06,1313
1.20E-06,1331
4.62E-06,1310
6.48E-06,1310
1.71E-06,1331
1.30E-05,1331
2.01E-05,1175
0.006791969,1331
2.61E-05,1175
4.47E-06,1310
6.99E-05,1331
1.32E-05,999
1.65E-05,1010
8.25E-06,1175
5.93E-05,775
1.13E-05,1344
0.002446872,1346
6.60E-05,1344
2.60E-05,1344
5.18E-07,1350
6.44E-05,922
2.99E-07,1352
3.38E-06,1352
1.81E-07,1354
6.43E-08,1354
1.09E-07,1356
7.07E-07,1357
3.33E-06,1344
9.93E-06,1357
0.009946644,1357
3.61E-05,1352
0.00024247,1361
3.74E-05,1344
6.16E-06,1364
2.33E-06,1365
2.82E-07,1366
2.31E-06,1366
2.23E-06,1175
3.34E-08,1369
9.49E-07,1369
6.78E-07,1369
2.54E-07,1372
2.53E-07,1369
4.65E-07,1374
1.21E-07,1375
2.45E-07,1375
7.37E-08,1377
1.21E-06,1378
1.92E-06,1375
1.20E-07,1377
0,1168
2.66E-07,1382
0.00595075,1375
0.000317534,972
5.47E-06,1375
3.37E-07,1386
4.53E-06,1377
8.87E-06,1375
0,1178
0.002023691,1390
3.00E-06,1376
5.69E-07,1391
2.41E-06,1390
0.000287137,1391
3.55E-05,1394
3.11E-06,1396
7.81E-07,1397
2.65E-07,1398
3.67E-07,1399
3.32E-05,1399
1.87E-06,1394
2.59E-05,1395
0.000102667,1331
2.00E-05,1373
0.004073281,1405
7.43E-05,1401
2.06E-05,1407
4.34E-06,1407
3.17E-07,1409
3.86E-06,1410
8.49E-05,1395
9.84E-05,1395
1.17E-05,1410
3.97E-05,1364
0,1264
3.80E-06,1415
8.84E-08,1417
1.12E-07,1417
1.41E-07,1417
1.96E-06,1417
3.16E-06,1410
7.70E-07,1417
1.78E-07,1421
1.27E-07,1421
2.50E-07,1425
3.56E-07,1425
5.70E-07,1417
2.02E-06,1428
2.24E-07,1429
2.05E-07,1429
1.41E-06,1429
5.60E-07,1429
9.91E-07,1415
1.36E-07,1434
4.49E-07,1429
2.35E-07,1435
2.47E-07,1437
5.76E-06,1432
1.55E-07,1429
3.00E-07,1429
1.78E-06,1429
1.91E-06,1429
2.21E-06,1432
8.31E-07,1438
5.24E-05,1432
7.09E-06,1429
1.15E-07,1447
1.43E-05,1429
1.94E-05,1449
8.90E-07,1450
0,1077
1.23E-06,1452
8.16E-07,1453
5.90E-07,1453
6.94E-07,1455
1.13E-06,1453
7.87E-06,1453
0,1133
2.19E-06,1458
4.83E-06,1460
5.43E-08,1461
2.14E-07,1461
5.57E-08,1461
7.72E-07,1461
1.81E-07,1465
1.27E-07,1461
3.47E-07,1465
0.002685997,1461
0.002084338,1461
1.91E-05,1461
1.21E-05,982
4.18E-06,1472
9.22E-08,1472
2.58E-05,1162
2.99E-07,1475
1.36E-08,1476
0,952
1.45E-07,1478
1.47E-06,1476
4.90E-05,1475
1.93E-07,1481
0.0001649,1475
2.23E-05,982
7.80E-07,1484
5.07E-06,1441
2.57E-05,1486
2.22E-06,1487
1.84E-06,1476
3.85E-07,1489
4.48E-06,1490
1.08E-05,1488
2.94E-06,1488
7.03E-07,1493
5.72E-06,1492
1.73E-06,1493
3.06E-06,1476
2.05E-07,1497
7.46E-07,1497
3.14E-05,1458
1.24E-05,1304
4.52E-06,1501
0.002675032,1502
0.000275243,1502
7.19E-06,1504
0.000500529,1504
1.78E-05,1502
1.27E-07,1507
9.80E-06,1504
5.09E-08,1509
8.21E-07,1509
3.64E-06,1509
2.49E-05,1509
1.41E-05,1509
3.61E-06,1509
0.001433773,1509
1.19E-05,1509
1.21E-05,1093
0.000205782,1509
2.15E-05,1230
0.006728417,1509
8.45E-07,1518
1.75E-07,1522
0.001182676,1522
2.51E-05,1522
1.40E-07,1525
1.65E-07,1525
7.41E-07,1527
3.09E-06,1527
3.72E-05,1524
7.60E-05,1527
0.000127552,1331
4.26E-06,1527
0,1110
1.05E-07,1534
7.11E-08,1535
6.44E-07,1535
1.03E-07,1535
1.59E-07,1538
2.48E-08,1538
1.33E-06,1538
7.92E-08,1535
1.14E-06,1542
1.17E-07,1536
5.57E-06,1544
1.24E-07,1536
1.54E-06,1546
8.69E-07,1546
9.40E-07,1546
1.63E-07,1546
1.85E-07,1549
2.47E-07,1551
2.74E-06,1551
3.54E-07,1536
2.26E-08,1554
1.64E-06,1555
5.97E-07,1556
8.39E-07,1557
4.54E-07,1546
1.11E-07,1557
3.52E-07,1560
2.32E-07,1561
0,1377
8.76E-07,1563
4.77E-07,1563
3.68E-07,1564
4.08E-07,1563
1.06E-07,1557
1.33E-07,1568
2.80E-07,1568
4.52E-07,1563
2.30E-07,1571
1.60E-07,1563
1.75E-07,1563
4.64E-08,1572
3.57E-07,1572
3.84E-07,1572
1.67E-07,1577
3.69E-07,1568
5.85E-07,1563
